CountyCode,CountyName,DistrictCode,DistrictName,Federal,StateLocal,Total,Year
01,ATLANTIC,0010,ABSECON CITY,1110,12199,13309,2017-18
01,ATLANTIC,0110,ATLANTIC CITY,1412,16669,18081,2017-18
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,592,12491,13083,2017-18
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,9999999,9999999,9999999,2017-18
01,ATLANTIC,0570,BRIGANTINE CITY,878,21951,22829,2017-18
01,ATLANTIC,0590,BUENA REGIONAL,1157,15978,17135,2017-18
01,ATLANTIC,1300,EGG HARBOR CITY,2694,14866,17560,2017-18
01,ATLANTIC,1310,EGG HARBOR TWP,504,14137,14641,2017-18
01,ATLANTIC,1410,ESTELL MANOR CITY,780,16910,17690,2017-18
01,ATLANTIC,1540,FOLSOM BORO,550,13263,13813,2017-18
01,ATLANTIC,1690,GALLOWAY TWP,907,15044,15951,2017-18
01,ATLANTIC,1790,GREATER EGG HARBOR REG,478,16764,17242,2017-18
01,ATLANTIC,1940,HAMILTON TWP,914,11921,12835,2017-18
01,ATLANTIC,1960,HAMMONTON TOWN,536,11231,11767,2017-18
01,ATLANTIC,2680,LINWOOD CITY,333,15079,15412,2017-18
01,ATLANTIC,2910,MAINLAND REGIONAL,433,17841,18274,2017-18
01,ATLANTIC,3020,MARGATE CITY,632,27218,27850,2017-18
01,ATLANTIC,3480,MULLICA TWP,1339,13167,14506,2017-18
01,ATLANTIC,3720,NORTHFIELD CITY,553,13557,14110,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,1001,18471,19472,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,472,15752,16224,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,966,15252,16218,2017-18
01,ATLANTIC,5350,VENTNOR CITY,1118,17506,18624,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,1042,17679,18721,2017-18
03,BERGEN,0040,ALLENDALE BORO,356,15131,15487,2017-18
03,BERGEN,0080,ALPINE BORO,513,29700,30213,2017-18
03,BERGEN,0285,BERGEN CO SPECIAL SERVICE,9999999,9999999,9999999,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,712,24969,25681,2017-18
03,BERGEN,0300,BERGENFIELD BORO,495,15354,15849,2017-18
03,BERGEN,0440,BOGOTA BORO,693,14697,15390,2017-18
03,BERGEN,0740,CARLSTADT BORO,496,15706,16202,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,417,21187,21604,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,670,12854,13524,2017-18
03,BERGEN,0930,CLOSTER BORO,229,15196,15425,2017-18
03,BERGEN,0990,CRESSKILL BORO,259,13725,13984,2017-18
03,BERGEN,1070,DEMAREST BORO,234,25073,25307,2017-18
03,BERGEN,1130,DUMONT BORO,343,14570,14913,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,515,16399,16914,2017-18
03,BERGEN,1270,EDGEWATER BORO,510,11599,12109,2017-18
03,BERGEN,1345,ELMWOOD PARK,523,10713,11236,2017-18
03,BERGEN,1360,EMERSON BORO,308,15238,15546,2017-18
03,BERGEN,1370,ENGLEWOOD CITY,684,17474,18158,2017-18
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,317,19474,19791,2017-18
03,BERGEN,1450,FAIR LAWN BORO,346,15751,16097,2017-18
03,BERGEN,1470,FAIRVIEW BORO,898,9683,10581,2017-18
03,BERGEN,1550,FORT LEE BORO,456,14528,14984,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,335,22830,23165,2017-18
03,BERGEN,1700,GARFIELD CITY,590,16798,17388,2017-18
03,BERGEN,1760,GLEN ROCK BORO,225,16208,16433,2017-18
03,BERGEN,1860,HACKENSACK CITY,546,15262,15808,2017-18
03,BERGEN,2050,HARRINGTON PARK BORO,269,17922,18191,2017-18
03,BERGEN,2080,HASBROUCK HEIGHTS BORO,352,14025,14377,2017-18
03,BERGEN,2090,HAWORTH BORO,217,19189,19406,2017-18
03,BERGEN,2180,HILLSDALE BORO,398,16594,16992,2017-18
03,BERGEN,2200,HO HO KUS BORO,236,14839,15075,2017-18
03,BERGEN,2620,LEONIA BORO,347,15280,15627,2017-18
03,BERGEN,2710,LITTLE FERRY BORO,577,13664,14241,2017-18
03,BERGEN,2740,LODI BOROUGH,582,12053,12635,2017-18
03,BERGEN,2860,LYNDHURST TWP,446,14248,14694,2017-18
03,BERGEN,2900,MAHWAH TWP,345,17527,17872,2017-18
03,BERGEN,3060,MAYWOOD BORO,406,12736,13142,2017-18
03,BERGEN,3170,MIDLAND PARK BORO,424,19454,19878,2017-18
03,BERGEN,3330,MONTVALE BORO,363,14262,14625,2017-18
03,BERGEN,3350,MOONACHIE BORO,611,17058,17669,2017-18
03,BERGEN,3550,NEW MILFORD BORO,438,15618,16056,2017-18
03,BERGEN,3600,NORTH ARLINGTON BORO,382,12072,12454,2017-18
03,BERGEN,3700,NORTHERN HIGHLANDS REG,215,17315,17530,2017-18
03,BERGEN,3710,NORTHERN VALLEY REGIONAL,386,20456,20842,2017-18
03,BERGEN,3730,NORTHVALE BORO,222,15478,15700,2017-18
03,BERGEN,3740,NORWOOD BORO,321,13531,13852,2017-18
03,BERGEN,3760,OAKLAND BORO,265,17574,17839,2017-18
03,BERGEN,3850,OLD TAPPAN BORO,215,15937,16152,2017-18
03,BERGEN,3870,ORADELL BORO,300,13363,13663,2017-18
03,BERGEN,3910,PALISADES PARK,658,13222,13880,2017-18
03,BERGEN,3930,PARAMUS BORO,517,17629,18146,2017-18
03,BERGEN,3940,PARK RIDGE BORO,379,19870,20249,2017-18
03,BERGEN,3960,PASCACK VALLEY REGIONAL,236,19506,19742,2017-18
03,BERGEN,4300,RAMAPO-INDIAN HILL REG,212,17872,18084,2017-18
03,BERGEN,4310,RAMSEY BORO,329,17387,17716,2017-18
03,BERGEN,4370,RIDGEFIELD BORO,484,20464,20948,2017-18
03,BERGEN,4380,RIDGEFIELD PARK TWP,482,13806,14288,2017-18
03,BERGEN,4390,RIDGEWOOD VILLAGE,229,14895,15124,2017-18
03,BERGEN,4405,RIVER DELL REGIONAL,273,16727,17000,2017-18
03,BERGEN,4410,RIVER EDGE BORO,454,13376,13830,2017-18
03,BERGEN,4430,RIVER VALE TWP,266,15896,16162,2017-18
03,BERGEN,4470,ROCHELLE PARK TWP,401,15764,16165,2017-18
03,BERGEN,4600,RUTHERFORD BORO,311,13991,14302,2017-18
03,BERGEN,4610,SADDLE BROOK TWP,383,15590,15973,2017-18
03,BERGEN,4620,SADDLE RIVER BORO,651,28684,29335,2017-18
03,BERGEN,4845,SOUTH BERGEN JOINTURE COM,9999999,9999999,9999999,2017-18
03,BERGEN,4870,SOUTH HACKENSACK TWP,470,16925,17395,2017-18
03,BERGEN,5150,TEANECK TWP,570,20208,20778,2017-18
03,BERGEN,5160,TENAFLY BORO,320,16087,16407,2017-18
03,BERGEN,5330,UPPER SADDLE RIVER BORO,294,16890,17184,2017-18
03,BERGEN,5410,WALDWICK BORO,272,15857,16129,2017-18
03,BERGEN,5430,WALLINGTON BORO,468,11738,12206,2017-18
03,BERGEN,5755,WESTWOOD REGIONAL,381,16281,16662,2017-18
03,BERGEN,5830,WOOD-RIDGE BORO,316,12756,13072,2017-18
03,BERGEN,5880,WOODCLIFF LAKE BORO,246,17229,17475,2017-18
03,BERGEN,5920,WYCKOFF TWP,276,16510,16786,2017-18
05,BURLINGTON,0200,BASS RIVER TWP,894,20496,21390,2017-18
05,BURLINGTON,0380,BEVERLY CITY,1176,15612,16788,2017-18
05,BURLINGTON,0475,BORDENTOWN REGIONAL,404,13248,13652,2017-18
05,BURLINGTON,0600,BURLINGTON CITY,849,17750,18599,2017-18
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,9999999,9999999,9999999,2017-18
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,751,16089,16840,2017-18
05,BURLINGTON,0620,BURLINGTON TWP,372,13702,14074,2017-18
05,BURLINGTON,0830,CHESTERFIELD TWP,200,11398,11598,2017-18
05,BURLINGTON,0840,CINNAMINSON TWP,313,14992,15305,2017-18
05,BURLINGTON,1030,DELANCO TWP,593,14464,15057,2017-18
05,BURLINGTON,1060,DELRAN TWP,366,12609,12975,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,529,13620,14149,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,745,13455,14200,2017-18
05,BURLINGTON,1420,EVESHAM TWP,377,14959,15336,2017-18
05,BURLINGTON,1520,FLORENCE TWP,593,13042,13635,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,411,12914,13325,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,250,17609,17859,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,452,14604,15056,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,262,16300,16562,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,614,14107,14721,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,245,12206,12451,2017-18
05,BURLINGTON,3080,MEDFORD TWP,291,14890,15181,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,315,15885,16200,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,1459,15207,16666,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,365,13910,14275,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,1012,21798,22810,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,473,15545,16018,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,282,13407,13689,2017-18
05,BURLINGTON,3920,PALMYRA BORO,641,14847,15488,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,817,19196,20013,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,327,13244,13571,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,710,13150,13860,2017-18
05,BURLINGTON,4460,RIVERTON,398,13916,14314,2017-18
05,BURLINGTON,4740,SHAMONG TWP,321,15250,15571,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,462,16297,16759,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,474,18624,19098,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,372,17602,17974,2017-18
05,BURLINGTON,5720,WESTAMPTON,380,11373,11753,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,733,14627,15360,2017-18
05,BURLINGTON,5890,WOODLAND TWP,554,16819,17373,2017-18
07,CAMDEN,0150,AUDUBON BORO,416,13613,14029,2017-18
07,CAMDEN,0190,BARRINGTON BORO,528,14168,14696,2017-18
07,CAMDEN,0260,BELLMAWR BORO,941,10860,11801,2017-18
07,CAMDEN,0330,BERLIN BORO,377,12081,12458,2017-18
07,CAMDEN,0340,BERLIN TWP,558,16274,16832,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,376,14796,15172,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,700,13466,14166,2017-18
07,CAMDEN,0680,CAMDEN CITY,2488,22247,24735,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,1480,19356,20836,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,378,13864,14242,2017-18
07,CAMDEN,0880,CLEMENTON BORO,1218,14722,15940,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,638,14822,15460,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,278,14572,14850,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,420,15748,16168,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,821,15904,16725,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,493,13228,13721,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",866,17015,17881,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",2478,17540,20018,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",970,17796,18766,2017-18
07,CAMDEN,1880,HADDON HEIGHTS BORO,340,13650,13990,2017-18
07,CAMDEN,1890,HADDON TWP,394,14073,14467,2017-18
07,CAMDEN,1900,HADDONFIELD BORO,293,12076,12369,2017-18
07,CAMDEN,2540,LAUREL SPRINGS BORO,604,12358,12962,2017-18
07,CAMDEN,2560,LAWNSIDE BORO,1098,15162,16260,2017-18
07,CAMDEN,2670,LINDENWOLD BORO,1185,12426,13611,2017-18
07,CAMDEN,2890,MAGNOLIA BORO,628,14697,15325,2017-18
07,CAMDEN,3110,MERCHANTVILLE BORO,721,13925,14646,2017-18
07,CAMDEN,3420,MOUNT EPHRAIM BORO,614,13440,14054,2017-18
07,CAMDEN,3770,OAKLYN BORO,804,14867,15671,2017-18
07,CAMDEN,4060,PENNSAUKEN TWP,850,14197,15047,2017-18
07,CAMDEN,4110,PINE HILL BORO,624,15223,15847,2017-18
07,CAMDEN,4590,RUNNEMEDE BORO,662,12717,13379,2017-18
07,CAMDEN,4790,SOMERDALE BORO,599,13661,14260,2017-18
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,372,13941,14313,2017-18
07,CAMDEN,5080,STRATFORD BORO,543,13710,14253,2017-18
07,CAMDEN,5400,VOORHEES TWP,375,14079,14454,2017-18
07,CAMDEN,5560,WATERFORD TWP,664,17120,17784,2017-18
07,CAMDEN,5820,WINSLOW TWP,638,15163,15801,2017-18
07,CAMDEN,5900,WOODLYNNE BORO,1302,11610,12912,2017-18
09,CAPE MAY,0170,AVALON BORO,870,56704,57574,2017-18
09,CAPE MAY,0710,CAPE MAY CITY,967,16513,17480,2017-18
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,9999999,9999999,9999999,2017-18
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,801,20385,21186,2017-18
09,CAPE MAY,1080,DENNIS TWP,679,19071,19750,2017-18
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,679,17658,18337,2017-18
09,CAPE MAY,2840,LOWER TWP,711,14526,15237,2017-18
09,CAPE MAY,3130,MIDDLE TWP,623,13113,13736,2017-18
09,CAPE MAY,3680,NORTH WILDWOOD CITY,1492,26885,28377,2017-18
09,CAPE MAY,3780,OCEAN CITY,439,16098,16537,2017-18
09,CAPE MAY,5060,STONE HARBOR BORO,147,25355,25502,2017-18
09,CAPE MAY,5340,UPPER TWP,495,15448,15943,2017-18
09,CAPE MAY,5610,WEST CAPE MAY BORO,816,14171,14987,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,2185,18766,20951,2017-18
09,CAPE MAY,5800,WILDWOOD CREST BORO,747,23080,23827,2017-18
09,CAPE MAY,5840,WOODBINE BORO,1341,14375,15716,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,1180,13694,14874,2017-18
11,CUMBERLAND,0950,COMMERCIAL TWP,1407,13144,14551,2017-18
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,1188,25298,26486,2017-18
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,505,13982,14487,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,748,13642,14390,2017-18
11,CUMBERLAND,1120,DOWNE TWP,904,14657,15561,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,1276,12135,13411,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,815,18886,19701,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,510,12737,13247,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,967,11679,12646,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,647,11475,12122,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,768,15427,16195,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,629,14509,15138,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,1405,13764,15169,2017-18
11,CUMBERLAND,5390,VINELAND CITY,828,15026,15854,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,616,12557,13173,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,465,12831,13296,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,400,14582,14982,2017-18
13,ESSEX,0760,CEDAR GROVE TWP,335,15205,15540,2017-18
13,ESSEX,1210,EAST ORANGE,968,20713,21681,2017-18
13,ESSEX,1387,ESSEX CO ED SERV COMM,9999999,9999999,9999999,2017-18
13,ESSEX,1390,ESSEX CO VOC-TECH,1539,17449,18988,2017-18
13,ESSEX,1400,ESSEX FELLS BORO,225,18442,18667,2017-18
13,ESSEX,1465,FAIRFIELD TWP,257,15567,15824,2017-18
13,ESSEX,1750,GLEN RIDGE BORO,237,14006,14243,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,1212,16255,17467,2017-18
13,ESSEX,2730,LIVINGSTON TWP,270,15847,16117,2017-18
13,ESSEX,3190,MILLBURN TWP,269,15496,15765,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,384,16086,16470,2017-18
13,ESSEX,3570,NEWARK CITY,1568,15789,17357,2017-18
13,ESSEX,3630,NORTH CALDWELL BORO,302,15719,16021,2017-18
13,ESSEX,3750,NUTLEY TOWN,324,13662,13986,2017-18
13,ESSEX,3880,CITY OF ORANGE TWP,862,14753,15615,2017-18
13,ESSEX,4530,ROSELAND BORO,288,15053,15341,2017-18
13,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,378,13881,14259,2017-18
13,ESSEX,5370,VERONA BORO,290,13599,13889,2017-18
13,ESSEX,5630,WEST ESSEX REGIONAL,218,17334,17552,2017-18
13,ESSEX,5680,WEST ORANGE TOWN,478,18798,19276,2017-18
15,GLOUCESTER,0860,CLAYTON BORO,1196,11053,12249,2017-18
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,319,12369,12688,2017-18
15,GLOUCESTER,1100,DEPTFORD TWP,485,13372,13857,2017-18
15,GLOUCESTER,1180,EAST GREENWICH TWP,252,11369,11621,2017-18
15,GLOUCESTER,1330,ELK TWP,762,13530,14292,2017-18
15,GLOUCESTER,1590,FRANKLIN TWP,505,12370,12875,2017-18
15,GLOUCESTER,1715,GATEWAY REGIONAL,469,16877,17346,2017-18
15,GLOUCESTER,1730,GLASSBORO,860,14769,15629,2017-18
15,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,9999999,9999999,9999999,2017-18
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,815,13296,14111,2017-18
15,GLOUCESTER,1830,GREENWICH TWP,729,17928,18657,2017-18
15,GLOUCESTER,2070,HARRISON TWP,289,11504,11793,2017-18
15,GLOUCESTER,2440,KINGSWAY REGIONAL,213,10124,10337,2017-18
15,GLOUCESTER,2750,LOGAN TWP,389,15290,15679,2017-18
15,GLOUCESTER,2990,MANTUA TWP,493,14264,14757,2017-18
15,GLOUCESTER,3280,MONROE TWP,448,11387,11835,2017-18
15,GLOUCESTER,3490,NATIONAL PARK BORO,686,15239,15925,2017-18
15,GLOUCESTER,4020,PAULSBORO BORO,1533,15424,16957,2017-18
15,GLOUCESTER,4140,PITMAN BORO,477,16430,16907,2017-18
15,GLOUCESTER,4880,SOUTH HARRISON TWP,244,11635,11879,2017-18
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,601,15293,15894,2017-18
15,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,281,12416,12697,2017-18
15,GLOUCESTER,5500,WASHINGTON TWP,415,16422,16837,2017-18
15,GLOUCESTER,5590,WENONAH BORO,396,16992,17388,2017-18
15,GLOUCESTER,5620,WEST DEPTFORD TWP,443,13626,14069,2017-18
15,GLOUCESTER,5740,WESTVILLE BORO,583,11941,12524,2017-18
15,GLOUCESTER,5860,WOODBURY CITY,1098,14130,15228,2017-18
15,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,548,14418,14966,2017-18
17,HUDSON,0220,BAYONNE CITY,705,12470,13175,2017-18
17,HUDSON,1200,EAST NEWARK BORO,928,9952,10880,2017-18
17,HUDSON,1850,GUTTENBERG TOWN,1053,10720,11773,2017-18
17,HUDSON,2060,HARRISON TOWN,955,15606,16561,2017-18
17,HUDSON,2210,HOBOKEN CITY,1149,24032,25181,2017-18
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,1748,17245,18993,2017-18
17,HUDSON,2390,JERSEY CITY,1067,17499,18566,2017-18
17,HUDSON,2410,KEARNY TOWN,600,12601,13201,2017-18
17,HUDSON,3610,NORTH BERGEN TWP,817,13416,14233,2017-18
17,HUDSON,4730,SECAUCUS TOWN,381,14943,15324,2017-18
17,HUDSON,5240,UNION CITY,1015,14981,15996,2017-18
17,HUDSON,5580,WEEHAWKEN TWP,617,14178,14795,2017-18
17,HUDSON,5670,WEST NEW YORK TOWN,798,12986,13784,2017-18
19,HUNTERDON,0020,ALEXANDRIA TWP,392,17737,18129,2017-18
19,HUNTERDON,0370,BETHLEHEM TWP,374,20796,21170,2017-18
19,HUNTERDON,0430,BLOOMSBURY BORO,573,19664,20237,2017-18
19,HUNTERDON,0670,CALIFON BORO,371,25881,26252,2017-18
19,HUNTERDON,0910,CLINTON TOWN,362,16726,17088,2017-18
19,HUNTERDON,0920,CLINTON TWP,323,18905,19228,2017-18
19,HUNTERDON,1040,DELAWARE TWP,385,18889,19274,2017-18
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,252,17722,17974,2017-18
19,HUNTERDON,1160,EAST AMWELL TWP,483,18998,19481,2017-18
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,435,16525,16960,2017-18
19,HUNTERDON,1510,FLEMINGTON-RARITAN REG,369,16361,16730,2017-18
19,HUNTERDON,1600,FRANKLIN TWP,418,18550,18968,2017-18
19,HUNTERDON,1680,FRENCHTOWN BORO,535,21184,21719,2017-18
19,HUNTERDON,1970,HAMPTON BORO,689,20782,21471,2017-18
19,HUNTERDON,2140,HIGH BRIDGE BORO,332,18761,19093,2017-18
19,HUNTERDON,2220,HOLLAND TWP,386,17678,18064,2017-18
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,230,15888,16118,2017-18
19,HUNTERDON,2305,HUNTERDON CO ED SER COMM,9999999,9999999,9999999,2017-18
19,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,181,14514,14695,2017-18
19,HUNTERDON,2450,KINGWOOD TWP,408,17282,17690,2017-18
19,HUNTERDON,2590,LEBANON BORO,483,18853,19336,2017-18
19,HUNTERDON,2600,LEBANON TWP,286,17916,18202,2017-18
19,HUNTERDON,3180,MILFORD BORO,660,25075,25735,2017-18
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,253,16013,16266,2017-18
19,HUNTERDON,4350,READINGTON TWP,318,16274,16592,2017-18
19,HUNTERDON,5180,TEWKSBURY TWP,296,19998,20294,2017-18
19,HUNTERDON,5270,UNION TWP,373,16107,16480,2017-18
21,MERCER,1245,EAST WINDSOR REGIONAL,431,13684,14115,2017-18
21,MERCER,1430,EWING TWP,566,15848,16414,2017-18
21,MERCER,1950,HAMILTON TWP,494,14150,14644,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,276,18041,18317,2017-18
21,MERCER,2580,LAWRENCE TWP,461,15398,15859,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,9999999,9999999,9999999,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,988,21489,22477,2017-18
21,MERCER,4255,PRINCETON REGIONAL,423,18595,19018,2017-18
21,MERCER,5210,TRENTON CITY,1111,15263,16374,2017-18
21,MERCER,5510,ROBBINSVILLE TWP,238,11110,11348,2017-18
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,240,13307,13547,2017-18
23,MIDDLESEX,0750,CARTERET BORO,652,12435,13087,2017-18
23,MIDDLESEX,0970,CRANBURY TWP,451,21275,21726,2017-18
23,MIDDLESEX,1140,DUNELLEN BORO,473,11770,12243,2017-18
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,370,15145,15515,2017-18
23,MIDDLESEX,1290,EDISON TWP,358,12243,12601,2017-18
23,MIDDLESEX,2150,HIGHLAND PARK BORO,583,15616,16199,2017-18
23,MIDDLESEX,2370,JAMESBURG BORO,657,10868,11525,2017-18
23,MIDDLESEX,3120,METUCHEN BORO,377,13660,14037,2017-18
23,MIDDLESEX,3140,MIDDLESEX BORO,445,14882,15327,2017-18
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,9999999,9999999,9999999,2017-18
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,959,17885,18844,2017-18
23,MIDDLESEX,3220,MILLTOWN BORO,534,12925,13459,2017-18
23,MIDDLESEX,3290,MONROE TWP,214,13355,13569,2017-18
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,919,15490,16409,2017-18
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,455,13272,13727,2017-18
23,MIDDLESEX,3845,OLD BRIDGE TWP,385,14524,14909,2017-18
23,MIDDLESEX,4090,PERTH AMBOY CITY,834,16900,17734,2017-18
23,MIDDLESEX,4130,PISCATAWAY TWP,395,12473,12868,2017-18
23,MIDDLESEX,4660,SAYREVILLE BORO,419,11715,12134,2017-18
23,MIDDLESEX,4830,SOUTH AMBOY CITY,607,12689,13296,2017-18
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,280,12510,12790,2017-18
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,386,14885,15271,2017-18
23,MIDDLESEX,4920,SOUTH RIVER BORO,706,11539,12245,2017-18
23,MIDDLESEX,4970,SPOTSWOOD BORO,352,12856,13208,2017-18
23,MIDDLESEX,5850,WOODBRIDGE TWP,420,12528,12948,2017-18
25,MONMOUTH,0100,ASBURY PARK CITY,1913,30002,31915,2017-18
25,MONMOUTH,0130,ATLANTIC HIGHLANDS BORO,391,14534,14925,2017-18
25,MONMOUTH,0180,AVON BORO,497,18021,18518,2017-18
25,MONMOUTH,0225,BAYSHORE JOINTURE COMM,9999999,9999999,9999999,2017-18
25,MONMOUTH,0270,BELMAR BORO,1221,14402,15623,2017-18
25,MONMOUTH,0500,BRADLEY BEACH BORO,1203,17698,18901,2017-18
