CountyCode,CountyName,DistrictCode,DistrictName,Teachers/Admins,RetentionPct_District,RetentionPct_State,Year
19,HUNTERDON,0430,BLOOMSBURY BORO,Administrators,100.0,86.2,2017-18
19,HUNTERDON,0430,BLOOMSBURY BORO,Teachers,66.7,90.2,2017-18
19,HUNTERDON,0670,CALIFON BORO,Administrators,100.0,86.2,2017-18
19,HUNTERDON,0670,CALIFON BORO,Teachers,90.0,90.2,2017-18
19,HUNTERDON,0910,CLINTON TOWN,Administrators,100.0,86.2,2017-18
19,HUNTERDON,0910,CLINTON TOWN,Teachers,85.1,90.2,2017-18
19,HUNTERDON,0920,CLINTON TWP,Administrators,66.7,86.2,2017-18
19,HUNTERDON,0920,CLINTON TWP,Teachers,95.2,90.2,2017-18
19,HUNTERDON,1040,DELAWARE TWP,Administrators,75.0,86.2,2017-18
19,HUNTERDON,1040,DELAWARE TWP,Teachers,89.4,90.2,2017-18
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,Administrators,90.9,86.2,2017-18
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,Teachers,91.7,90.2,2017-18
19,HUNTERDON,1160,EAST AMWELL TWP,Administrators,100.0,86.2,2017-18
19,HUNTERDON,1160,EAST AMWELL TWP,Teachers,85.4,90.2,2017-18
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,Administrators,100.0,86.2,2017-18
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,Teachers,90.5,90.2,2017-18
19,HUNTERDON,1510,FLEMINGTON-RARITAN REG,Administrators,66.7,86.2,2017-18
19,HUNTERDON,1510,FLEMINGTON-RARITAN REG,Teachers,94.1,90.2,2017-18
19,HUNTERDON,1600,FRANKLIN TWP,Administrators,100.0,86.2,2017-18
19,HUNTERDON,1600,FRANKLIN TWP,Teachers,83.3,90.2,2017-18
19,HUNTERDON,1680,FRENCHTOWN BORO,Administrators,100.0,86.2,2017-18
19,HUNTERDON,1680,FRENCHTOWN BORO,Teachers,57.9,90.2,2017-18
19,HUNTERDON,1970,HAMPTON BORO,Administrators,66.7,86.2,2017-18
19,HUNTERDON,1970,HAMPTON BORO,Teachers,78.9,90.2,2017-18
19,HUNTERDON,2140,HIGH BRIDGE BORO,Administrators,100.0,86.2,2017-18
19,HUNTERDON,2140,HIGH BRIDGE BORO,Teachers,82.6,90.2,2017-18
19,HUNTERDON,2220,HOLLAND TWP,Administrators,50.0,86.2,2017-18
19,HUNTERDON,2220,HOLLAND TWP,Teachers,87.3,90.2,2017-18
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,Administrators,94.7,86.2,2017-18
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,Teachers,92.6,90.2,2017-18
19,HUNTERDON,2305,HUNTERDON CO ED SER COMM,Administrators,100.0,86.2,2017-18
19,HUNTERDON,2305,HUNTERDON CO ED SER COMM,Teachers,50.0,90.2,2017-18
19,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,Administrators,50.0,86.2,2017-18
19,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,Teachers,94.1,90.2,2017-18
19,HUNTERDON,2450,KINGWOOD TWP,Administrators,100.0,86.2,2017-18
19,HUNTERDON,2450,KINGWOOD TWP,Teachers,94.3,90.2,2017-18
19,HUNTERDON,2590,LEBANON BORO,Administrators,50.0,86.2,2017-18
19,HUNTERDON,2590,LEBANON BORO,Teachers,86.7,90.2,2017-18
19,HUNTERDON,2600,LEBANON TWP,Administrators,100.0,86.2,2017-18
19,HUNTERDON,2600,LEBANON TWP,Teachers,92.3,90.2,2017-18
19,HUNTERDON,3180,MILFORD BORO,Administrators,100.0,86.2,2017-18
19,HUNTERDON,3180,MILFORD BORO,Teachers,100.0,90.2,2017-18
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,Administrators,73.9,86.2,2017-18
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,Teachers,91.0,90.2,2017-18
19,HUNTERDON,4350,READINGTON TWP,Administrators,83.3,86.2,2017-18
19,HUNTERDON,4350,READINGTON TWP,Teachers,87.7,90.2,2017-18
19,HUNTERDON,5180,TEWKSBURY TWP,Administrators,66.7,86.2,2017-18
19,HUNTERDON,5180,TEWKSBURY TWP,Teachers,92.4,90.2,2017-18
19,HUNTERDON,5270,UNION TWP,Administrators,50.0,86.2,2017-18
19,HUNTERDON,5270,UNION TWP,Teachers,90.9,90.2,2017-18
21,MERCER,1245,EAST WINDSOR REGIONAL,Administrators,86.7,86.2,2017-18
21,MERCER,1245,EAST WINDSOR REGIONAL,Teachers,90.4,90.2,2017-18
21,MERCER,1430,EWING TWP,Administrators,90.5,86.2,2017-18
21,MERCER,1430,EWING TWP,Teachers,88.7,90.2,2017-18
21,MERCER,1950,HAMILTON TWP,Administrators,82.8,86.2,2017-18
21,MERCER,1950,HAMILTON TWP,Teachers,92.3,90.2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,Administrators,87.5,86.2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,Teachers,92.8,90.2,2017-18
21,MERCER,2580,LAWRENCE TWP,Administrators,88.0,86.2,2017-18
21,MERCER,2580,LAWRENCE TWP,Teachers,89.0,90.2,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,Administrators,70.0,86.2,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,Teachers,91.0,90.2,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,Administrators,83.3,86.2,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,Teachers,76.7,90.2,2017-18
21,MERCER,4255,PRINCETON REGIONAL,Administrators,88.9,86.2,2017-18
21,MERCER,4255,PRINCETON REGIONAL,Teachers,92.0,90.2,2017-18
21,MERCER,5210,TRENTON CITY,Administrators,87.0,86.2,2017-18
21,MERCER,5210,TRENTON CITY,Teachers,91.0,90.2,2017-18
21,MERCER,5510,ROBBINSVILLE TWP,Administrators,81.3,86.2,2017-18
21,MERCER,5510,ROBBINSVILLE TWP,Teachers,89.3,90.2,2017-18
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,Administrators,89.6,86.2,2017-18
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,Teachers,92.2,90.2,2017-18
23,MIDDLESEX,0750,CARTERET BORO,Administrators,81.0,86.2,2017-18
23,MIDDLESEX,0750,CARTERET BORO,Teachers,90.8,90.2,2017-18
23,MIDDLESEX,0970,CRANBURY TWP,Administrators,50.0,86.2,2017-18
23,MIDDLESEX,0970,CRANBURY TWP,Teachers,89.1,90.2,2017-18
23,MIDDLESEX,1140,DUNELLEN BORO,Administrators,100.0,86.2,2017-18
23,MIDDLESEX,1140,DUNELLEN BORO,Teachers,87.0,90.2,2017-18
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,Administrators,91.5,86.2,2017-18
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,Teachers,88.7,90.2,2017-18
23,MIDDLESEX,1290,EDISON TWP,Administrators,79.0,86.2,2017-18
23,MIDDLESEX,1290,EDISON TWP,Teachers,89.4,90.2,2017-18
23,MIDDLESEX,2150,HIGHLAND PARK BORO,Administrators,100.0,86.2,2017-18
23,MIDDLESEX,2150,HIGHLAND PARK BORO,Teachers,92.7,90.2,2017-18
23,MIDDLESEX,2370,JAMESBURG BORO,Administrators,83.3,86.2,2017-18
23,MIDDLESEX,2370,JAMESBURG BORO,Teachers,90.2,90.2,2017-18
23,MIDDLESEX,3120,METUCHEN BORO,Administrators,81.3,86.2,2017-18
23,MIDDLESEX,3120,METUCHEN BORO,Teachers,94.3,90.2,2017-18
23,MIDDLESEX,3140,MIDDLESEX BORO,Administrators,84.6,86.2,2017-18
23,MIDDLESEX,3140,MIDDLESEX BORO,Teachers,92.7,90.2,2017-18
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,Administrators,84.0,86.2,2017-18
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,Teachers,87.8,90.2,2017-18
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,Administrators,84.0,86.2,2017-18
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,Teachers,88.6,90.2,2017-18
23,MIDDLESEX,3220,MILLTOWN BORO,Administrators,100.0,86.2,2017-18
23,MIDDLESEX,3220,MILLTOWN BORO,Teachers,92.3,90.2,2017-18
23,MIDDLESEX,3290,MONROE TWP,Administrators,96.2,86.2,2017-18
23,MIDDLESEX,3290,MONROE TWP,Teachers,89.7,90.2,2017-18
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,Administrators,85.7,86.2,2017-18
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,Teachers,91.5,90.2,2017-18
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,Administrators,83.3,86.2,2017-18
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,Teachers,91.6,90.2,2017-18
23,MIDDLESEX,3845,OLD BRIDGE TWP,Administrators,92.5,86.2,2017-18
23,MIDDLESEX,3845,OLD BRIDGE TWP,Teachers,93.9,90.2,2017-18
23,MIDDLESEX,4090,PERTH AMBOY CITY,Administrators,83.3,86.2,2017-18
23,MIDDLESEX,4090,PERTH AMBOY CITY,Teachers,89.3,90.2,2017-18
23,MIDDLESEX,4130,PISCATAWAY TWP,Administrators,86.4,86.2,2017-18
23,MIDDLESEX,4130,PISCATAWAY TWP,Teachers,88.7,90.2,2017-18
23,MIDDLESEX,4660,SAYREVILLE BORO,Administrators,92.6,86.2,2017-18
23,MIDDLESEX,4660,SAYREVILLE BORO,Teachers,89.5,90.2,2017-18
23,MIDDLESEX,4830,SOUTH AMBOY CITY,Administrators,57.1,86.2,2017-18
23,MIDDLESEX,4830,SOUTH AMBOY CITY,Teachers,89.3,90.2,2017-18
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,Administrators,92.2,86.2,2017-18
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,Teachers,90.8,90.2,2017-18
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,Administrators,86.4,86.2,2017-18
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,Teachers,87.9,90.2,2017-18
23,MIDDLESEX,4920,SOUTH RIVER BORO,Administrators,80.0,86.2,2017-18
23,MIDDLESEX,4920,SOUTH RIVER BORO,Teachers,85.1,90.2,2017-18
23,MIDDLESEX,4970,SPOTSWOOD BORO,Administrators,77.8,86.2,2017-18
23,MIDDLESEX,4970,SPOTSWOOD BORO,Teachers,89.2,90.2,2017-18
23,MIDDLESEX,5850,WOODBRIDGE TWP,Administrators,95.2,86.2,2017-18
23,MIDDLESEX,5850,WOODBRIDGE TWP,Teachers,95.5,90.2,2017-18
25,MONMOUTH,0100,ASBURY PARK CITY,Administrators,81.3,86.2,2017-18
25,MONMOUTH,0100,ASBURY PARK CITY,Teachers,91.8,90.2,2017-18
25,MONMOUTH,0130,ATLANTIC HIGHLANDS BORO,Administrators,80.0,86.2,2017-18
25,MONMOUTH,0130,ATLANTIC HIGHLANDS BORO,Teachers,90.3,90.2,2017-18
25,MONMOUTH,0180,AVON BORO,Administrators,75.0,86.2,2017-18
25,MONMOUTH,0180,AVON BORO,Teachers,68.4,90.2,2017-18
25,MONMOUTH,0225,BAYSHORE JOINTURE COMM,Administrators,100.0,86.2,2017-18
25,MONMOUTH,0225,BAYSHORE JOINTURE COMM,Teachers,53.3,90.2,2017-18
25,MONMOUTH,0270,BELMAR BORO,Administrators,75.0,86.2,2017-18
25,MONMOUTH,0270,BELMAR BORO,Teachers,88.7,90.2,2017-18
25,MONMOUTH,0500,BRADLEY BEACH BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,0500,BRADLEY BEACH BORO,Teachers,94.3,90.2,2017-18
25,MONMOUTH,0560,BRIELLE BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,0560,BRIELLE BORO,Teachers,95.8,90.2,2017-18
25,MONMOUTH,0945,COLTS NECK TWP,Administrators,100.0,86.2,2017-18
25,MONMOUTH,0945,COLTS NECK TWP,Teachers,94.8,90.2,2017-18
25,MONMOUTH,1000,DEAL BORO,Administrators,66.7,86.2,2017-18
25,MONMOUTH,1000,DEAL BORO,Teachers,94.4,90.2,2017-18
25,MONMOUTH,1260,EATONTOWN BORO,Administrators,0.0,86.2,2017-18
25,MONMOUTH,1260,EATONTOWN BORO,Teachers,1.0,90.2,2017-18
25,MONMOUTH,1440,FAIR HAVEN BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,1440,FAIR HAVEN BORO,Teachers,89.5,90.2,2017-18
25,MONMOUTH,1490,FARMINGDALE BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,1490,FARMINGDALE BORO,Teachers,88.9,90.2,2017-18
25,MONMOUTH,1640,FREEHOLD BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,1640,FREEHOLD BORO,Teachers,87.7,90.2,2017-18
25,MONMOUTH,1650,FREEHOLD REGIONAL,Administrators,91.8,86.2,2017-18
25,MONMOUTH,1650,FREEHOLD REGIONAL,Teachers,93.5,90.2,2017-18
25,MONMOUTH,1660,FREEHOLD TWP,Administrators,91.7,86.2,2017-18
25,MONMOUTH,1660,FREEHOLD TWP,Teachers,91.7,90.2,2017-18
25,MONMOUTH,2105,HAZLET TWP,Administrators,95.7,86.2,2017-18
25,MONMOUTH,2105,HAZLET TWP,Teachers,95.0,90.2,2017-18
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,Administrators,75.0,86.2,2017-18
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,Teachers,97.4,90.2,2017-18
25,MONMOUTH,2160,HIGHLANDS BORO,Administrators,80.0,86.2,2017-18
25,MONMOUTH,2160,HIGHLANDS BORO,Teachers,100.0,90.2,2017-18
25,MONMOUTH,2230,HOLMDEL TWP,Administrators,89.5,86.2,2017-18
25,MONMOUTH,2230,HOLMDEL TWP,Teachers,93.9,90.2,2017-18
25,MONMOUTH,2290,HOWELL TWP,Administrators,94.6,86.2,2017-18
25,MONMOUTH,2290,HOWELL TWP,Teachers,92.0,90.2,2017-18
25,MONMOUTH,2400,KEANSBURG BORO,Administrators,81.3,86.2,2017-18
25,MONMOUTH,2400,KEANSBURG BORO,Teachers,90.8,90.2,2017-18
25,MONMOUTH,2430,KEYPORT BORO,Administrators,90.9,86.2,2017-18
25,MONMOUTH,2430,KEYPORT BORO,Teachers,90.5,90.2,2017-18
25,MONMOUTH,2720,LITTLE SILVER BORO,Administrators,85.7,86.2,2017-18
25,MONMOUTH,2720,LITTLE SILVER BORO,Teachers,89.2,90.2,2017-18
25,MONMOUTH,2770,LONG BRANCH CITY,Administrators,90.2,86.2,2017-18
25,MONMOUTH,2770,LONG BRANCH CITY,Teachers,93.0,90.2,2017-18
25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,Administrators,96.4,86.2,2017-18
25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,Teachers,94.2,90.2,2017-18
25,MONMOUTH,2930,MANASQUAN BORO,Administrators,92.9,86.2,2017-18
25,MONMOUTH,2930,MANASQUAN BORO,Teachers,83.5,90.2,2017-18
25,MONMOUTH,3030,MARLBORO TWP,Administrators,89.3,86.2,2017-18
25,MONMOUTH,3030,MARLBORO TWP,Teachers,91.1,90.2,2017-18
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,Administrators,95.0,86.2,2017-18
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,Teachers,93.5,90.2,2017-18
25,MONMOUTH,3160,MIDDLETOWN TWP,Administrators,84.8,86.2,2017-18
25,MONMOUTH,3160,MIDDLETOWN TWP,Teachers,93.1,90.2,2017-18
25,MONMOUTH,3200,MILLSTONE TWP,Administrators,72.7,86.2,2017-18
25,MONMOUTH,3200,MILLSTONE TWP,Teachers,89.0,90.2,2017-18
25,MONMOUTH,3250,MONMOUTH BEACH BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3250,MONMOUTH BEACH BORO,Teachers,92.9,90.2,2017-18
25,MONMOUTH,3255,MONMOUTH-OCEAN ED SER COM,Administrators,75.0,86.2,2017-18
25,MONMOUTH,3255,MONMOUTH-OCEAN ED SER COM,Teachers,86.8,90.2,2017-18
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,Teachers,92.3,90.2,2017-18
25,MONMOUTH,3270,MONMOUTH REGIONAL,Administrators,90.9,86.2,2017-18
25,MONMOUTH,3270,MONMOUTH REGIONAL,Teachers,87.8,90.2,2017-18
25,MONMOUTH,3500,NEPTUNE CITY,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3500,NEPTUNE CITY,Teachers,82.9,90.2,2017-18
25,MONMOUTH,3510,NEPTUNE TWP,Administrators,96.7,86.2,2017-18
25,MONMOUTH,3510,NEPTUNE TWP,Teachers,91.9,90.2,2017-18
25,MONMOUTH,3810,OCEAN TWP,Administrators,76.0,86.2,2017-18
25,MONMOUTH,3810,OCEAN TWP,Teachers,92.8,90.2,2017-18
25,MONMOUTH,3830,OCEANPORT BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3830,OCEANPORT BORO,Teachers,94.9,90.2,2017-18
25,MONMOUTH,4360,RED BANK BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4360,RED BANK BORO,Teachers,85.6,90.2,2017-18
25,MONMOUTH,4365,RED BANK REGIONAL,Administrators,83.3,86.2,2017-18
25,MONMOUTH,4365,RED BANK REGIONAL,Teachers,85.7,90.2,2017-18
25,MONMOUTH,4520,ROOSEVELT BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4520,ROOSEVELT BORO,Teachers,91.7,90.2,2017-18
25,MONMOUTH,4570,RUMSON BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4570,RUMSON BORO,Teachers,90.9,90.2,2017-18
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,Administrators,90.9,86.2,2017-18
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,Teachers,94.1,90.2,2017-18
25,MONMOUTH,4690,SEA GIRT BORO,Administrators,33.3,86.2,2017-18
25,MONMOUTH,4690,SEA GIRT BORO,Teachers,85.0,90.2,2017-18
25,MONMOUTH,4760,SHORE REGIONAL,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4760,SHORE REGIONAL,Teachers,96.4,90.2,2017-18
25,MONMOUTH,4770,SHREWSBURY BORO,Administrators,75.0,86.2,2017-18
25,MONMOUTH,4770,SHREWSBURY BORO,Teachers,86.7,90.2,2017-18
25,MONMOUTH,4980,SPRING LAKE BORO,Administrators,33.3,86.2,2017-18
25,MONMOUTH,4980,SPRING LAKE BORO,Teachers,92.3,90.2,2017-18
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,Administrators,66.7,86.2,2017-18
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,Teachers,91.7,90.2,2017-18
25,MONMOUTH,5185,TINTON FALLS,Administrators,88.9,86.2,2017-18
25,MONMOUTH,5185,TINTON FALLS,Teachers,92.7,90.2,2017-18
25,MONMOUTH,5230,UNION BEACH,Administrators,100.0,86.2,2017-18
25,MONMOUTH,5230,UNION BEACH,Teachers,95.2,90.2,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Administrators,93.8,86.2,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Teachers,96.0,90.2,2017-18
25,MONMOUTH,5420,WALL TWP,Administrators,95.5,86.2,2017-18
25,MONMOUTH,5420,WALL TWP,Teachers,92.1,90.2,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Teachers,87.3,90.2,2017-18
27,MORRIS,0450,BOONTON TOWN,Administrators,75.0,86.2,2017-18
27,MORRIS,0450,BOONTON TOWN,Teachers,90.2,90.2,2017-18
27,MORRIS,0460,BOONTON TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,0460,BOONTON TWP,Teachers,88.4,90.2,2017-18
27,MORRIS,0630,BUTLER BORO,Administrators,80.0,86.2,2017-18
27,MORRIS,0630,BUTLER BORO,Teachers,90.6,90.2,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Administrators,92.9,86.2,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Teachers,89.6,90.2,2017-18
27,MORRIS,0820,CHESTER TWP,Administrators,85.7,86.2,2017-18
27,MORRIS,0820,CHESTER TWP,Teachers,94.7,90.2,2017-18
27,MORRIS,1090,DENVILLE TWP,Administrators,90.9,86.2,2017-18
27,MORRIS,1090,DENVILLE TWP,Teachers,86.5,90.2,2017-18
27,MORRIS,1110,DOVER TOWN,Administrators,89.5,86.2,2017-18
27,MORRIS,1110,DOVER TOWN,Teachers,88.9,90.2,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Administrators,88.9,86.2,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Teachers,86.4,90.2,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Administrators,87.5,86.2,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Teachers,86.2,90.2,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Administrators,92.3,86.2,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Teachers,93.4,90.2,2017-18
27,MORRIS,2000,HANOVER TWP,Administrators,88.9,86.2,2017-18
27,MORRIS,2000,HANOVER TWP,Teachers,95.6,90.2,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Administrators,50.0,86.2,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Teachers,97.2,90.2,2017-18
27,MORRIS,2380,JEFFERSON TWP,Administrators,95.8,86.2,2017-18
27,MORRIS,2380,JEFFERSON TWP,Teachers,80.4,90.2,2017-18
27,MORRIS,2460,KINNELON BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,2460,KINNELON BORO,Teachers,91.0,90.2,2017-18
27,MORRIS,2650,LINCOLN PARK BORO,Administrators,83.3,86.2,2017-18
27,MORRIS,2650,LINCOLN PARK BORO,Teachers,91.8,90.2,2017-18
27,MORRIS,2870,MADISON BORO,Administrators,63.2,86.2,2017-18
27,MORRIS,2870,MADISON BORO,Teachers,88.1,90.2,2017-18
27,MORRIS,3090,MENDHAM BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,3090,MENDHAM BORO,Teachers,75.5,90.2,2017-18
27,MORRIS,3100,MENDHAM TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,3100,MENDHAM TWP,Teachers,92.0,90.2,2017-18
27,MORRIS,3240,MINE HILL TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,3240,MINE HILL TWP,Teachers,100.0,90.2,2017-18
27,MORRIS,3340,MONTVILLE TWP,Administrators,83.3,86.2,2017-18
27,MORRIS,3340,MONTVILLE TWP,Teachers,88.5,90.2,2017-18
27,MORRIS,3364,EDUC SERV COMM MORRIS CO,Administrators,80.0,86.2,2017-18
27,MORRIS,3364,EDUC SERV COMM MORRIS CO,Teachers,85.3,90.2,2017-18
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,Administrators,100.0,86.2,2017-18
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,Teachers,84.0,90.2,2017-18
27,MORRIS,3370,MORRIS HILLS REGIONAL,Administrators,92.6,86.2,2017-18
27,MORRIS,3370,MORRIS HILLS REGIONAL,Teachers,93.8,90.2,2017-18
